"Selection"	"View"	"Channel"	"Begin.Time..s."	"End.Time..s."	"Low.Freq..Hz."	"High.Freq..Hz."	"BW.90...Hz."	"Dur.90...s."	"Freq.5...Hz."	"Freq.95...Hz."	"Center.Freq..Hz."	"Freq.Contour..5...Hz."	"Freq.Contour.50...Hz."	"Freq.Contour.95...Hz."	"PFC.Avg.Slope..Hz.ms."	"PFC.Num.Inf.Pts"	"PFC.Max.Freq..Hz."	"PFC.Max.Slope..Hz.ms."	"Sex"
"1"	1	"Spectrogram 1"	1	216.678305232	217.511247689	4982.456	15298.246	4945.312	0.3167	7195.312	12140.625	9140.625	"5578.125;5765.625;6023.438;6000.000;13757.812;14109.375;13617.188;12585.938;12000.000;11484.375;11179.688;10968.750;10523.438;10148.438;9679.688;9281.250;8953.125;8742.188;8578.125;8390.625;8039.062;7710.938;7218.750;6609.375;6609.375;6539.062;6585.938;6632.812;6375.000;6703.125;6375.000;6210.938;6421.875;6515.625;6515.625;6539.062;6421.875;6421.875;6445.312;6515.625;6468.750;6398.438;6328.125;6445.312;6515.625;6421.875;6328.125;6421.875;6117.188"	"6867.188;6890.625;6890.625;13500.000;14695.312;14882.812;14929.688;13593.750;12562.500;11765.625;11460.938;11226.562;10828.125;10382.812;10171.875;9562.500;9304.688;9164.062;9023.438;8859.375;8507.812;8250.000;7828.125;8062.500;7945.312;8085.938;8179.688;7898.438;7804.688;8109.375;7945.312;7687.500;7898.438;7851.562;7734.375;7828.125;7710.938;7804.688;7804.688;7710.938;7710.938;7570.312;7828.125;7875.000;7781.250;7781.250;7289.062;7898.438;7593.750"	"12585.938;12445.312;10570.312;14367.188;14882.812;15046.875;15070.312;14953.125;14484.375;13570.312;13335.938;12632.812;12117.188;11976.562;11718.750;11484.375;11296.875;11273.438;10921.875;10898.438;10453.125;9960.938;9656.250;9656.250;10007.812;9914.062;10007.812;9609.375;9468.750;9585.938;9515.625;9632.812;9445.312;9257.812;9703.125;9492.188;9585.938;9585.938;9234.375;8953.125;9187.500;9375.000;9398.438;9140.625;9351.562;9257.812;9046.875;9023.438;9328.125"	2.051	18	15023.438	405	"F"
"2"	2	"Spectrogram 1"	1	219.789590291	220.622532748	5333.333	14807.018	4335.938	0.3	7242.188	11578.125	9351.562	"6515.625;6539.062;6984.375;13265.625;13289.062;11578.125;11226.562;11109.375;10828.125;10523.438;10195.312;9843.750;9492.188;9140.625;8929.688;8671.875;8414.062;7992.188;7664.062;7195.312;6726.562;6585.938;6539.062;6492.188;6492.188;6375.000;6539.062;6351.562;6375.000;6585.938;6515.625;6656.250;6562.500;6585.938;6445.312;6468.750;6515.625;6609.375;6351.562;6445.312;5859.375;5765.625;5835.938;5765.625;5742.188;5906.250;5812.500;5648.438;5765.625"	"7171.875;7195.312;13500.000;14601.562;14343.750;12960.938;11531.250;11226.562;11015.625;10804.688;10382.812;10195.312;10289.062;9515.625;9281.250;9140.625;8976.562;8531.250;8156.250;7804.688;8109.375;7921.875;8109.375;7921.875;8179.688;7640.625;8062.500;7828.125;7992.188;7898.438;7898.438;8085.938;7664.062;7757.812;7687.500;7523.438;7687.500;7593.750;7570.312;7781.250;7570.312;6984.375;7804.688;7289.062;7195.312;7335.938;7195.312;7101.562;7382.812"	"8531.250;8859.375;14250.000;14695.312;14648.438;14625.000;13593.750;12914.062;12960.938;11765.625;11367.188;11437.500;11226.562;11062.500;10898.438;10898.438;10734.375;10523.438;9914.062;9703.125;9820.312;10054.688;10218.750;9890.625;9914.062;9773.438;9820.312;9984.375;10148.438;9679.688;9562.500;9234.375;9492.188;9656.250;9679.688;9539.062;9046.875;9234.375;9468.750;9375.000;9304.688;12632.812;10664.062;11953.125;10406.250;10218.750;10125.000;9773.438;10007.812"	0.234	25	14625	379.688	"F"
"3"	3	"Spectrogram 1"	1	221.175167418	221.420150494	6175.439	11789.474	4664.062	0.1333	6539.062	11203.125	7500	"6234.375;6679.688;6773.438;6492.188;6492.188;6656.250;6257.812;6351.562;6304.688;6257.812;6234.375;6210.938;6234.375;6304.688"	"6890.625;7476.562;7875.000;7570.312;7523.438;7476.562;7312.500;7078.125;7242.188;7289.062;7171.875;7382.812;7031.250;7312.500"	"9843.750;10289.062;11437.500;11367.188;11226.562;11250.000;11109.375;10898.438;11226.562;10734.375;10664.062;10828.125;10007.812;10851.562"	4.976	4	7570.312	71.719	"M"
"4"	4	"Spectrogram 1"	1	221.8205064	222.6057111	4661.871	14158.273	4148.438	0.35	6984.375	11132.812	9328.125	"12585.938;12703.125;11203.125;10851.562;10617.188;10429.688;10242.188;10007.812;9820.312;9328.125;9023.438;8718.750;8414.062;7898.438;7593.750;7195.312;6914.062;6585.938;6328.125;6328.125;6515.625;6398.438;6398.438;6304.688;6328.125;6328.125;6351.562;6421.875;6210.938;6281.250;6539.062;6492.188;6468.750;6421.875;6234.375;6304.688;6468.750;6257.812;6281.250;6398.438;6164.062;6421.875;6304.688;6234.375;6281.250;6140.625"	"13500.000;13617.188;11554.688;11179.688;10757.812;10570.312;10382.812;10218.750;10054.688;9609.375;9539.062;9187.500;9070.312;8554.688;8343.750;7828.125;7968.750;7921.875;7710.938;7757.812;7851.562;7335.938;7476.562;7757.812;7570.312;7429.688;7429.688;7734.375;7523.438;7875.000;7968.750;7898.438;7335.938;7640.625;7382.812;7570.312;7640.625;7406.250;7359.375;7453.125;7195.312;7242.188;7289.062;7640.625;7218.750;7312.500"	"13804.688;13992.188;13593.750;13289.062;12164.062;12093.750;11179.688;10968.750;10804.688;10781.250;10406.250;10640.625;10593.750;10500.000;10265.625;9960.938;10054.688;9960.938;10054.688;10125.000;9960.938;9984.375;9609.375;10125.000;9609.375;9632.812;9562.500;9820.312;12867.188;10968.750;12492.188;12164.062;12140.625;11250.000;11484.375;11132.812;10734.375;11039.062;10804.688;10429.688;10289.062;10687.500;9914.062;9656.250;9445.312;9703.125"	-8.406	24	13664.062	80.156	"F"
"5"	5	"Spectrogram 1"	1	223.0365936	223.3368189	4604.317	12143.885	6375	0.1667	5062.5	11437.5	7125	"5015.625;5062.500;5812.500;5578.125;5882.812;5085.938;5507.812;5250.000;5062.500;5109.375;4992.188;5250.000;5343.750;5015.625;5203.125;5203.125;5085.938"	"6023.438;6398.438;7781.250;7664.062;7757.812;7382.812;7359.375;7359.375;7523.438;7312.500;7570.312;6820.312;7265.625;7429.688;7312.500;7054.688;6914.062"	"6515.625;8414.062;11906.250;12046.875;12023.438;11718.750;11859.375;11859.375;11507.812;11554.688;11531.250;10992.188;10945.312;11296.875;9937.500;9562.500;9773.438"	5.273	7	7992.188	165.938	"M"
"6"	6	"Spectrogram 1"	1	223.5294813	224.2454031	4661.871	13237.41	4242.188	0.3667	6820.312	11062.5	9304.688	"5156.250;7453.125;11203.125;11156.250;10593.750;10289.062;10078.125;9914.062;9820.312;9492.188;9281.250;8953.125;8601.562;8367.188;7898.438;7546.875;7218.750;6960.938;6585.938;6304.688;6421.875;6281.250;6468.750;6328.125;6304.688;6234.375;6187.500;6328.125;6468.750;6351.562;6679.688;6210.938;6445.312;6421.875;6257.812;6281.250;6257.812;6398.438;6187.500;6328.125;6398.438;6257.812"	"6914.062;11625.000;12468.750;12046.875;10828.125;10476.562;10265.625;10265.625;9890.625;9960.938;9750.000;9679.688;9281.250;9093.750;8531.250;8109.375;7945.312;7992.188;7921.875;7312.500;7640.625;7476.562;7242.188;7218.750;7546.875;7546.875;7125.000;7828.125;8179.688;8062.500;8250.000;7898.438;7617.188;7875.000;7640.625;7546.875;7593.750;7781.250;7570.312;7617.188;7570.312;7640.625"	"10781.250;12703.125;13125.000;13125.000;12796.875;12445.312;12187.500;11015.625;10593.750;10593.750;10476.562;10335.938;10406.250;10289.062;9984.375;9914.062;9773.438;9703.125;9656.250;9960.938;9843.750;9796.875;9820.312;9726.562;9656.250;9351.562;12609.375;10898.438;12539.062;12843.750;12421.875;12750.000;12281.250;11835.938;12023.438;11671.875;11835.938;11343.750;11367.188;10593.750;9960.938;9726.562"	1.886	20	13101.562	279.844	"F"
"7"	7	"Spectrogram 1"	1	224.6762856	225.0457937	4604.317	12316.547	6468.75	0.1833	5109.375	11578.125	7078.125	"4898.438;4898.438;4945.312;5695.312;6070.312;6046.875;5953.125;5976.562;5859.375;5859.375;5976.562;5085.938;5906.250;5835.938;5906.250;5132.812;5085.938;5812.500;5531.250;5179.688;5132.812"	"6984.375;6914.062;5109.375;6843.750;7289.062;7359.375;7101.562;7148.438;7125.000;7218.750;7148.438;7031.250;7054.688;6960.938;6984.375;6914.062;6750.000;6867.188;6843.750;6890.625;6984.375"	"10804.688;10359.375;6328.125;8015.625;11390.625;12023.438;12070.312;12000.000;12046.875;11859.375;10406.250;10640.625;10828.125;10851.562;10054.688;11179.688;11062.500;10054.688;9632.812;10218.750;9773.438"	-1.828	10	7546.875	75.938	"M"
"8"	8	"Spectrogram 1"	1	225.2384561	226.046755	4892.086	13582.734	5132.812	0.35	6562.5	11695.312	8625	"5132.812;5179.688;5414.062;11343.750;10734.375;10406.250;10218.750;9914.062;9726.562;9515.625;9328.125;9093.750;8835.938;8531.250;8250.000;7945.312;7570.312;7335.938;7101.562;6679.688;6562.500;6375.000;6304.688;6210.938;6398.438;6210.938;6445.312;6375.000;6304.688;6210.938;6328.125;6257.812;6164.062;6281.250;6210.938;6093.750;6164.062;6234.375;6375.000;6164.062;6140.625;6210.938;6210.938;6140.625;6304.688;6093.750;5789.062"	"6585.938;6984.375;11906.250;12609.375;12304.688;11039.062;10664.062;10242.188;9914.062;9703.125;9703.125;9445.312;9398.438;9117.188;8929.688;8554.688;8507.812;7921.875;7828.125;7593.750;7382.812;7382.812;7125.000;7031.250;7992.188;7945.312;7968.750;7617.188;7476.562;7312.500;7359.375;7195.312;7312.500;7101.562;7242.188;6984.375;6960.938;7289.062;7242.188;7054.688;7312.500;7312.500;7078.125;7101.562;6867.188;6796.875;7148.438"	"10406.250;11085.938;12843.750;13359.375;13218.750;13195.312;12914.062;12351.562;11109.375;10921.875;10757.812;10429.688;10523.438;10359.375;9960.938;9750.000;9656.250;9562.500;9750.000;9515.625;9468.750;9609.375;9703.125;12820.312;11789.062;12796.875;12679.688;12632.812;12562.500;12375.000;11671.875;11742.188;11601.562;11156.250;11132.812;9937.500;11671.875;9773.438;9796.875;9609.375;9351.562;9515.625;9187.500;9210.938;8906.250;8976.562;9164.062"	1.223	18	13195.312	236.25	"F"
"9"	9	"Spectrogram 1"	1	226.2466949	226.5700145	3913.669	11165.468	6046.875	0.1833	4382.812	10429.688	4781.25	"4195.312;4125.000;4312.500;4382.812;4453.125;4382.812;4523.438;4429.688;4453.125;4453.125;4406.250;4382.812;4429.688;4335.938;4453.125;4406.250;4429.688;4007.812;4289.062"	"6773.438;6914.062;4546.875;4710.938;7289.062;5835.938;5414.062;4710.938;4875.000;4781.250;4781.250;4898.438;4781.250;4898.438;4640.625;4710.938;4687.500;4757.812;5695.312"	"8625.000;8648.438;8156.250;6164.062;10453.125;10968.750;10851.562;10828.125;10593.750;10078.125;10148.438;9937.500;10148.438;9515.625;8812.500;9164.062;8601.562;9187.500;9984.375"	-2.031	11	7523.438	142.031	"M"
"10"	10	"Spectrogram 1"	1	227.3783134	227.7016329	4143.885	11913.669	6867.188	0.2833	4687.5	11554.688	9281.25	"4453.125;4570.312;4710.938;4710.938;4664.062;4687.500;4640.625;4687.500;4664.062;4617.188;4640.625;4640.625;4570.312;4640.625;4687.500;4898.438;10523.438;10335.938;10171.875"	"6398.438;4757.812;5156.250;7757.812;6093.750;4968.750;5132.812;6000.000;5929.688;5554.688;6281.250;6023.438;5531.250;6726.562;6984.375;11320.312;10875.000;10523.438;10359.375"	"9515.625;4968.750;9117.188;11765.625;11742.188;10382.812;9398.438;9726.562;10664.062;10546.875;9750.000;9492.188;8953.125;11742.188;11882.812;11742.188;11671.875;11390.625;11273.438"	19.141	11	11882.812	424.687	"M"
