"Selection"	"View"	"Channel"	"Begin.Time..s."	"End.Time..s."	"Low.Freq..Hz."	"High.Freq..Hz."	"BW.90...Hz."	"Dur.90...s."	"Freq.5...Hz."	"Freq.95...Hz."	"Center.Freq..Hz."	"Freq.Contour..5...Hz."	"Freq.Contour.50...Hz."	"Freq.Contour.95...Hz."	"PFC.Avg.Slope..Hz.ms."	"PFC.Num.Inf.Pts"	"PFC.Max.Freq..Hz."	"PFC.Max.Slope..Hz.ms."	"Sex"
"1"	1	"Spectrogram 1"	1	440.643747	440.9495254	5824.561	10947.368	4608.105	0.1633	6158.496	10766.602	6739.893	"6610.693;6589.160;6309.229;6072.363;6072.363;6287.695;6266.162;6244.629;6223.096;6201.562;6266.162;6266.162;6180.029;6309.229;6180.029;6180.029;6158.496"	"6804.492;6782.959;6718.359;6503.027;6610.693;9603.809;9991.406;9087.012;7622.754;7515.088;6847.559;6739.893;6804.492;6782.959;6826.025;6890.625;6890.625"	"7235.156;6976.758;6976.758;7127.490;10615.869;10788.135;10809.668;10788.135;10788.135;10637.402;10572.803;10529.736;10508.203;10486.670;10443.604;10271.338;10185.205"	-0.594	4	10788.135	224.346	"M"
"2"	2	"Spectrogram 1"	1	441.2831018	441.6166783	8491.228	10947.368	1614.99	0.1451	9065.479	10680.469	10142.139	"8591.748;8591.748;8634.814;8742.480;8850.146;9130.078;9216.211;9280.811;9022.412;9087.012;8807.080;8785.547;8742.480;8893.213;8634.814;8677.881;8656.348;8699.414;8613.281"	"9582.275;9603.809;9883.740;9517.676;9410.010;10163.672;10185.205;10357.471;10271.338;9991.406;10206.738;10249.805;9819.141;9711.475;9646.875;9431.543;9410.010;9776.074;9711.475"	"10809.668;10831.201;10831.201;10637.402;10314.404;10658.936;10745.068;10615.869;10745.068;10637.402;10637.402;10680.469;10658.936;10658.936;10702.002;10831.201;10615.869;10637.402;10702.002"	4.748	8	10637.402	53.416	"M"
"3"	3	"Spectrogram 1"	1	441.9780527	442.2838311	5894.737	11087.719	4478.906	0.1995	6309.229	10788.135	6869.092	"6696.826;6266.162;6244.629;6266.162;6395.361;6395.361;6373.828;6438.428;6503.027;6373.828;6395.361;6524.561;6481.494;6309.229;6416.895;6352.295"	"6761.426;6782.959;6481.494;6546.094;9625.342;10228.271;9453.076;6955.225;6847.559;7127.490;6782.959;7536.621;6847.559;6869.092;6782.959;6804.492"	"8139.551;9603.809;7127.490;10379.004;10809.668;10831.201;10788.135;10766.602;10723.535;10702.002;10831.201;10486.670;10465.137;10486.670;9840.674;10637.402"	-0.158	6	10788.135	237.404	"M"
"4"	4	"Spectrogram 1"	1	442.6174076	443.0065801	5824.561	11157.895	4478.906	0.2358	6330.762	10809.668	6782.959	"6567.627;6567.627;6546.094;6395.361;6244.629;6266.162;6395.361;6395.361;6459.961;6459.961;6395.361;6352.295;6352.295;6589.160;6503.027;6373.828;6373.828;6416.895;6395.361;6373.828;6309.229"	"6826.025;6826.025;6826.025;6826.025;6503.027;6567.627;8527.148;9366.943;8893.213;8354.883;8247.217;6804.492;6782.959;6847.559;6761.426;6847.559;6761.426;6782.959;6782.959;6782.959;6804.492"	"8290.283;8225.684;9345.410;9603.809;7235.156;10400.537;10831.201;10917.334;10960.400;10981.934;10938.867;10809.668;10443.604;10056.006;9388.477;10099.072;10099.072;9711.475;10249.805;9926.807;9969.873"	-0.297	8	10809.668	236.217	"M"
"5"	5	"Spectrogram 1"	1	443.3679546	443.7293291	5824.561	11228.07	4500.439	0.1451	6287.695	10788.135	6804.492	"6223.096;6330.762;6158.496;6223.096;6266.162;6395.361;6352.295;6309.229;6373.828;6395.361;6373.828;6309.229;6244.629;6223.096;6244.629;6287.695;6309.229;6244.629;6395.361;6416.895"	"6826.025;6826.025;6503.027;6524.561;6632.227;9173.145;9926.807;9862.207;7192.090;6869.092;6761.426;6826.025;6847.559;6826.025;6890.625;6739.893;6782.959;6869.092;6739.893;6718.359"	"9905.273;9862.207;9130.078;7515.088;10658.936;10809.668;10981.934;11025.000;11025.000;10895.801;10745.068;10745.068;10572.803;10572.803;10809.668;10960.400;10723.535;10658.936;10658.936;8570.215"	-0.125	8	10572.803	225.533	"M"
"6"	6	"Spectrogram 1"	1	444.0907035	444.3964819	5754.386	11368.421	4715.771	0.1088	6136.963	10852.734	6632.227	"6481.494;6050.830;6050.830;6072.363;6287.695;6244.629;6201.562;6180.029;6180.029;6201.562;6201.562;6180.029;6180.029;6180.029;6223.096;6136.963;6201.562"	"6847.559;6761.426;6416.895;6503.027;8591.748;9905.273;9689.941;9474.609;8074.951;7213.623;6955.225;6955.225;6976.758;6782.959;6782.959;6804.492;6869.092"	"10163.672;10056.006;6998.291;10335.938;10874.268;11068.066;11111.133;11132.666;11132.666;11111.133;11046.533;10938.867;10874.268;10809.668;10745.068;10680.469;10658.936"	-0.074	5	11132.666	236.217	"M"
"7"	7	"Spectrogram 1"	1	444.8412505	445.1470289	5684.211	11368.421	4866.504	0.1088	6072.363	10938.867	6632.227	"6395.361;6416.895;6546.094;6050.830;6050.830;6158.496;6201.562;6158.496;6136.963;6136.963;6180.029;6158.496;6158.496;6180.029;6180.029;6244.629;6158.496"	"6761.426;6804.492;6782.959;6395.361;6481.494;7127.490;9539.209;9302.344;8699.414;8570.215;6976.758;6869.092;6804.492;6804.492;6761.426;6761.426;6847.559"	"9453.076;9130.078;7859.619;6826.025;10142.139;11025.000;11175.732;11154.199;11132.666;11132.666;11068.066;11003.467;11025.000;11003.467;10917.334;10809.668;10788.135"	-0.594	9	10917.334	243.339	"M"
"8"	8	"Spectrogram 1"	1	445.6195956	445.953172	5684.211	11368.421	4974.17	0.1633	6158.496	11132.666	6890.625	"6373.828;6481.494;6416.895;6050.830;6093.896;6136.963;6352.295;6416.895;6352.295;6352.295;6373.828;6330.762;6287.695;6287.695;6266.162;6223.096;6201.562;6287.695;6503.027"	"6804.492;6804.492;6933.691;6395.361;6416.895;6675.293;10314.404;10658.936;9043.945;8613.281;8333.350;8936.279;8462.549;7428.955;6890.625;6826.025;6718.359;6739.893;6675.293"	"9582.275;9840.674;10012.939;7472.021;7213.623;11003.467;11154.199;11218.799;11197.266;11197.266;11046.533;11154.199;11175.732;11240.332;10960.400;11154.199;10831.201;10809.668;9043.945"	-0.198	9	11025	255.209	"M"
"9"	9	"Spectrogram 1"	1	446.4535367	446.7871131	5543.86	11368.421	4866.504	0.127	6029.297	10895.801	6395.361	"6136.963;6266.162;6373.828;5986.230;6007.764;6029.297;6072.363;6050.830;6158.496;6115.430;6115.430;6158.496;6072.363;6050.830;6136.963;6180.029;6050.830;6309.229;6136.963"	"6976.758;6890.625;6869.092;6093.896;6180.029;6244.629;9194.678;9991.406;9517.676;9065.479;9646.875;8441.016;6632.227;8354.883;7730.420;6782.959;6696.826;7385.889;6998.291"	"9733.008;9668.408;9603.809;6675.293;6955.225;10637.402;11025.000;11046.533;11025.000;11068.066;11068.066;10960.400;11089.600;10960.400;11111.133;10831.201;10809.668;10809.668;10917.334"	-7.32	11	10938.867	264.705	"M"
"10"	10	"Spectrogram 1"	1	447.2874778	447.5932562	5543.86	11368.421	4888.037	0.1088	6007.764	10895.801	6373.828	"6481.494;6352.295;5878.564;5878.564;5986.230;6072.363;6050.830;6072.363;5986.230;6093.896;6158.496;6072.363;6050.830;6093.896;6029.297;6050.830;6266.162"	"6804.492;6761.426;6093.896;6072.363;6136.963;6632.227;9237.744;8699.414;8677.881;9819.141;6847.559;6826.025;6847.559;6912.158;6761.426;6761.426;6933.691"	"8785.547;9388.477;7321.289;6998.291;6696.826;10615.869;11132.666;11003.467;11218.799;11025.000;11132.666;11154.199;11089.600;10960.400;10745.068;10809.668;10508.203"	5.713	9	10831.201	267.079	"M"
"11"	11	"Spectrogram 1"	1	448.2882071	448.6495816	5403.509	11438.596	5189.502	0.127	5986.23	11175.732	6546.094	"6481.494;6546.094;5943.164;5900.098;5964.697;6115.430;6180.029;6093.896;6072.363;6136.963;6050.830;6093.896;6093.896;6093.896;6029.297;6180.029;6072.363;6201.562;6115.430;6459.961"	"6826.025;6826.025;6782.959;6761.426;6136.963;6373.828;10615.869;10400.537;9539.209;8031.885;6998.291;6933.691;6847.559;6955.225;6869.092;6761.426;6782.959;6675.293;6675.293;6804.492"	"8225.684;8419.482;8311.816;8182.617;6696.826;10658.936;11240.332;11261.865;11240.332;11111.133;11240.332;11197.266;10917.334;11218.799;11089.600;10852.734;10895.801;10249.805;9280.811;8936.279"	0.687	10	11197.266	273.014	"M"
"12"	12	"Spectrogram 1"	1	449.0665521	449.4001286	5473.684	11438.596	5146.436	0.127	6007.764	11154.199	6739.893	"6481.494;6459.961;6481.494;5921.631;5964.697;6115.430;6223.096;6136.963;6136.963;6180.029;6201.562;6158.496;6115.430;6115.430;6029.297;6180.029;6072.363;6201.562;6266.162"	"6847.559;6869.092;6782.959;6804.492;6136.963;6675.293;10465.137;10357.471;9517.676;6912.158;6890.625;6869.092;6869.092;7127.490;6933.691;6804.492;6761.426;6869.092;6804.492"	"8376.416;8591.748;8613.281;9022.412;6782.959;10637.402;11218.799;11175.732;11261.865;11068.066;11025.000;11132.666;11132.666;11218.799;10917.334;10809.668;10960.400;10831.201;7773.486"	0.528	10	11218.799	273.014	"M"
