"Selection"	"View"	"Channel"	"Begin.Time..s."	"End.Time..s."	"Low.Freq..Hz."	"High.Freq..Hz."	"BW.90...Hz."	"Dur.90...s."	"Freq.5...Hz."	"Freq.95...Hz."	"Center.Freq..Hz."	"Freq.Contour..5...Hz."	"Freq.Contour.50...Hz."	"Freq.Contour.95...Hz."	"PFC.Avg.Slope..Hz.ms."	"PFC.Num.Inf.Pts"	"PFC.Max.Freq..Hz."	"PFC.Max.Slope..Hz.ms."	"Sex"
"1"	1	"Spectrogram 1"	1	551.945590121	552.316339213	5052.632	9614.035	3398.438	0.2167	5906.25	9304.688	7406.25	"5484.375;5531.250;5929.688;5648.438;5414.062;5625.000;6046.875;6328.125;6492.188;5835.938;5789.062;5765.625;6000.000;5976.562;5789.062;5460.938;5742.188;5578.125;5343.750;5460.938;5484.375;5601.562"	"7218.750;7218.750;7195.312;7242.188;7242.188;7007.812;7382.812;7570.312;7617.188;7429.688;7359.375;7289.062;7289.062;7453.125;7218.750;7125.000;7101.562;7218.750;6960.938;6890.625;7289.062;7101.562"	"8718.750;8742.188;8812.500;8789.062;8718.750;8578.125;9000.000;9304.688;9421.875;9375.000;9093.750;9257.812;9421.875;9375.000;9187.500;9375.000;9398.438;9093.750;8953.125;8671.875;8671.875;9023.438"	-0.134	13	7781.25	37.969	"M"
"2"	2	"Spectrogram 1"	1	552.687088304	553.086356557	4421.053	10456.14	3773.438	0.2	5976.562	9750	7195.312	"4781.250;4757.812;6187.500;7078.125;6117.188;4828.125;5929.688;5953.125;6140.625;5953.125;5859.375;6117.188;6328.125;5695.312;5625.000;5390.625;5648.438;5437.500;5390.625;5015.625;4945.312;4945.312;5226.562;4781.250"	"7125.000;7078.125;7171.875;7171.875;7148.438;7148.438;7265.625;7476.562;7312.500;7476.562;7523.438;7429.688;7500.000;7289.062;7359.375;7406.250;7312.500;7335.938;7148.438;7125.000;7148.438;7265.625;7078.125;6960.938"	"8554.688;8906.250;7242.188;7218.750;7195.312;7781.250;9703.125;10171.875;10101.562;9984.375;10007.812;9914.062;10218.750;9773.438;10125.000;9562.500;9820.312;9515.625;9492.188;9914.062;10195.312;9421.875;9140.625;9445.312"	-4.586	13	7710.938	116.719	"M"
"3"	3	"Spectrogram 1"	1	553.51414397	553.913412222	4280.702	10666.667	4992.188	0.1833	4992.188	9984.375	7523.438	"4640.625;4710.938;4875.000;4640.625;4617.188;4734.375;4921.875;5765.625;6187.500;6117.188;5320.312;5906.250;5835.938;5929.688;5882.812;5039.062;5882.812;5320.312;4898.438;4921.875;4828.125;5390.625;5390.625;5273.438"	"7125.000;7148.438;7218.750;6914.062;5835.938;6914.062;7453.125;7500.000;7546.875;7593.750;7640.625;7523.438;7570.312;7476.562;7406.250;7523.438;7500.000;7429.688;7453.125;7453.125;7054.688;7406.250;7289.062;7289.062"	"8578.125;8671.875;7968.750;7429.688;7406.250;7781.250;9281.250;10429.688;9984.375;10218.750;10078.125;10218.750;9632.812;10453.125;10007.812;9398.438;9867.188;10195.312;9773.438;9304.688;9539.062;9515.625;9140.625;9164.062"	0.734	9	7828.125	39.375	"M"
"4"	4	"Spectrogram 1"	1	554.398237958	554.79750621	4350.877	11017.544	4734.375	0.2	5835.938	10570.312	7500	"6234.375;5906.250;5039.062;4640.625;4640.625;4898.438;5953.125;6281.250;6164.062;6398.438;5976.562;5976.562;6187.500;6093.750;5929.688;5390.625;6023.438;5695.312;5578.125;5414.062;5414.062;5437.500;5367.188;4875.000"	"7148.438;7101.562;7054.688;5156.250;5015.625;6679.688;7429.688;7476.562;7640.625;7523.438;7593.750;7546.875;7546.875;7476.562;7406.250;7382.812;7500.000;7289.062;7429.688;7218.750;7476.562;7289.062;7382.812;7429.688"	"7593.750;7781.250;8250.000;7429.688;7242.188;7687.500;9539.062;10710.938;10734.375;10453.125;10335.938;10476.562;10593.750;10664.062;10593.750;10710.938;10078.125;9445.312;9398.438;9703.125;9492.188;9632.812;9445.312;9046.875"	0.55	12	7851.562	170.156	"M"
"5"	5	"Spectrogram 1"	1	555.225293623	555.681600197	4280.702	11228.07	4453.125	0.1667	6257.812	10710.938	7687.5	"4640.625;4757.812;4851.562;4992.188;6000.000;6492.188;6703.125;6398.438;6585.938;6421.875;6046.875;5929.688;6257.812;6515.625;5226.562;5414.062;6257.812;6046.875;5953.125;6046.875;5437.500;5062.500;5179.688;5367.188;5085.938;5109.375;4992.188"	"7242.188;7171.875;6000.000;6890.625;7523.438;7593.750;7757.812;7921.875;7804.688;7734.375;7734.375;7640.625;7757.812;7734.375;7546.875;7570.312;7500.000;7546.875;7617.188;7359.375;7617.188;7265.625;7171.875;7312.500;7476.562;7218.750;7500.000"	"8882.812;8132.812;7218.750;7781.250;8343.750;10031.250;10710.938;10921.875;10898.438;10945.312;10570.312;10125.000;10851.562;10781.250;10359.375;11015.625;9468.750;9539.062;9539.062;9351.562;8812.500;9726.562;9257.812;9679.688;9164.062;8882.812;9492.188"	0.595	12	7992.188	115.312	"M"
"6"	6	"Spectrogram 1"	1	556.1202432	556.6451118	4523.56	11246.073	4171.875	0.2167	6421.875	10593.75	7687.5	"5062.500;5179.688;5390.625;4757.812;4992.188;4992.188;6421.875;6562.500;6492.188;6726.562;6515.625;6445.312;6421.875;6351.562;6468.750;6421.875;6234.375;6351.562;6351.562;6914.062;6328.125;6492.188;6515.625;6421.875;6164.062;5601.562;5390.625;5414.062;5320.312;5343.750;5226.562"	"7101.562;7195.312;7312.500;6984.375;6703.125;6703.125;7429.688;7734.375;7968.750;7617.188;7875.000;7734.375;7710.938;7570.312;7593.750;7570.312;7664.062;7617.188;7453.125;7101.562;7289.062;7453.125;7289.062;7476.562;7242.188;7382.812;7546.875;7640.625;7171.875;7382.812;7429.688"	"8882.812;8671.875;7898.438;7476.562;7546.875;7546.875;8343.750;10148.438;10992.188;10640.625;11085.938;10921.875;10007.812;10523.438;10734.375;9937.500;10570.312;10476.562;9960.938;8367.188;9234.375;8507.812;9351.562;9867.188;10453.125;10921.875;9609.375;9726.562;9726.562;9585.938;10007.812"	-0.563	21	8062.5	50.625	"M"
"7"	7	"Spectrogram 1"	1	557.0084823	557.4929764	4523.56	11434.555	4265.625	0.1667	6445.312	10710.938	7734.375	"4593.750;4617.188;4968.750;4898.438;4875.000;4992.188;5437.500;6562.500;6820.312;6585.938;6398.438;6492.188;6562.500;6421.875;6445.312;6304.688;6445.312;6304.688;6421.875;6234.375;6421.875;6117.188;6234.375;5906.250;6375.000;6257.812;6210.938;5578.125;5437.500"	"6796.875;6890.625;6960.938;6773.438;7031.250;5531.250;7242.188;7757.812;7875.000;7734.375;7898.438;7617.188;7828.125;7757.812;7617.188;7640.625;7757.812;7453.125;7734.375;7593.750;7710.938;7640.625;7570.312;7382.812;7921.875;7406.250;7664.062;7593.750;7570.312"	"9304.688;8789.062;8531.250;9164.062;9703.125;6960.938;7851.562;9703.125;11039.062;10476.562;11085.938;10921.875;10992.188;11085.938;10382.812;10570.312;11226.562;10312.500;10570.312;11226.562;9773.438;10945.312;9820.312;9117.188;9773.438;9609.375;9468.750;9679.688;9351.562"	2.26	17	8226.562	133.594	"M"
"8"	8	"Spectrogram 1"	1	557.9370959	558.340841	4586.387	11497.382	4593.75	0.1667	6445.312	11039.062	7710.938	"5132.812;5039.062;4898.438;4968.750;5531.250;6562.500;6773.438;6679.688;6515.625;6468.750;6398.438;6398.438;6351.562;6375.000;6304.688;6445.312;6304.688;6164.062;6281.250;6210.938;6257.812;6445.312;5882.812;5578.125"	"6914.062;6867.188;6773.438;5507.812;6960.938;7687.500;7781.250;7804.688;7875.000;7875.000;7640.625;7664.062;7828.125;7664.062;7757.812;7593.750;7921.875;7617.188;7640.625;7476.562;7617.188;7851.562;7593.750;7476.562"	"9421.875;9375.000;9421.875;6750.000;7734.375;8718.750;11132.812;10828.125;11273.438;11156.250;11015.625;10664.062;11273.438;10734.375;10851.562;11250.000;10898.438;10898.438;10757.812;11109.375;11203.125;10617.188;9867.188;10335.938"	-1.651	13	8179.688	106.875	"M"
"9"	9	"Spectrogram 1"	1	558.419715	559.1262688	4146.597	13602.094	6023.438	0.2667	7218.75	13242.188	11179.688	"7570.312;12632.812;12656.250;13148.438;13242.188;12960.938;12304.688;11812.500;11578.125;11343.750;11179.688;10992.188;10734.375;10406.250;9960.938;9585.938;9234.375;8953.125;8601.562;7992.188;6937.500;6375.000;5812.500;6375.000;6210.938;6164.062;6328.125;6398.438;6585.938;6210.938;6375.000;6398.438;6398.438;6281.250;6351.562;6257.812;6281.250;6257.812;6375.000;6281.250;6351.562;6328.125"	"12632.812;13101.562;13101.562;13265.625;13382.812;13195.312;12585.938;12000.000;11671.875;11460.938;11250.000;11085.938;10898.438;10593.750;10148.438;9843.750;9468.750;9093.750;8835.938;8414.062;7289.062;6656.250;6609.375;6984.375;7031.250;7476.562;7359.375;7593.750;7382.812;8015.625;8273.438;7523.438;7687.500;7523.438;7265.625;8437.500;7335.938;7476.562;7382.812;7453.125;7710.938;7898.438"	"12890.625;13195.312;13195.312;13312.500;13429.688;13312.500;13195.312;12773.438;11906.250;11835.938;11367.188;11250.000;11250.000;10945.312;10851.562;10687.500;10359.375;10101.562;9726.562;9820.312;9093.750;9656.250;12351.562;10546.875;9890.625;10546.875;10406.250;10218.750;10429.688;10054.688;10078.125;10195.312;10148.438;10218.750;10031.250;9890.625;10289.062;10406.250;10125.000;9703.125;9796.875;10125.000"	-8.609	12	13382.812	132.188	"M"
"10"	10	"Spectrogram 1"	1	559.3502036	559.7943232	4523.56	11497.382	4617.188	0.1667	6539.062	11156.25	7757.812	"5015.625;5062.500;4851.562;5156.250;5578.125;6562.500;6632.812;7031.250;6703.125;6585.938;6515.625;6609.375;6351.562;6304.688;6351.562;6468.750;6210.938;6515.625;6304.688;6421.875;6234.375;5296.875;5953.125;5343.750;5367.188;5273.438"	"6984.375;7101.562;5554.688;6632.812;7359.375;7734.375;7851.562;7898.438;7664.062;7781.250;7757.812;7757.812;8015.625;7523.438;7710.938;7851.562;7781.250;7851.562;7640.625;7523.438;7335.938;7546.875;7546.875;7734.375;7593.750;7476.562"	"9234.375;8929.688;8507.812;7500.000;8390.625;10054.688;10617.188;11296.875;10968.750;10992.188;11203.125;11226.562;11320.312;11343.750;11179.688;10828.125;10734.375;10828.125;10710.938;10898.438;10757.812;9937.500;9867.188;9750.000;10148.438;10242.188"	1.969	11	11296.875	253.125	"M"
