"Selection"	"View"	"Channel"	"Begin.Time..s."	"End.Time..s."	"Low.Freq..Hz."	"High.Freq..Hz."	"BW.90...Hz."	"Dur.90...s."	"Freq.5...Hz."	"Freq.95...Hz."	"Center.Freq..Hz."	"Freq.Contour..5...Hz."	"Freq.Contour.50...Hz."	"Freq.Contour.95...Hz."	"PFC.Avg.Slope..Hz.ms."	"PFC.Num.Inf.Pts"	"PFC.Max.Freq..Hz."	"PFC.Max.Slope..Hz.ms."	"Sex"
"1"	1	"Spectrogram 1"	1	471.5520661	472.1075712	5286.076	13488.608	4500.439	0.381	8010.352	12510.791	11240.332	"6524.561;6524.561;6589.160;6696.826;6761.426;12510.791;12144.727;12015.527;11714.062;11455.664;11240.332;11175.732;10572.803;10249.805;9926.807;9323.877;8764.014;6632.227;6503.027;6826.025;7213.623;6632.227;7256.689;6826.025;6804.492;6632.227;6782.959;6115.430;6287.695;6589.160"	"6804.492;6826.025;6826.025;6782.959;13178.320;13006.055;12510.791;12144.727;11800.195;11692.529;11606.396;11261.865;11025.000;10788.135;10486.670;10379.004;10185.205;10292.871;9646.875;10163.672;10185.205;10335.938;10056.006;10056.006;9926.807;9797.607;10034.473;6567.627;7622.754;8613.281"	"7235.156;7321.289;7299.756;12898.389;13329.053;13221.387;13092.188;12790.723;12661.523;12467.725;12381.592;11907.861;11800.195;11649.463;11692.529;11584.863;11584.863;11369.531;11563.330;11412.598;11498.730;11692.529;11670.996;11907.861;11714.062;11434.131;11391.064;12273.926;8807.080;12230.859"	3.397	16	13221.387	357.292	"F"
"2"	2	"Spectrogram 1"	1	472.0109616	472.4215523	4860.759	13488.608	6524.561	0.1633	6395.361	12919.922	9000.879	"6653.760;6115.430;6201.562;6503.027;6589.160;6653.760;6912.158;6180.029;6115.430;6287.695;6287.695;5986.230;6007.764;6007.764;6136.963;6180.029;6201.562;6244.629;6287.695;6115.430;6330.762;6395.361;6373.828"	"9926.807;6675.293;7558.154;8031.885;8613.281;9646.875;10357.471;10508.203;9883.740;9926.807;10099.072;8677.881;8850.146;8225.684;7687.354;8096.484;8161.084;8053.418;8010.352;7751.953;6782.959;6847.559;7278.223"	"11434.131;11907.861;9453.076;11584.863;12230.859;12704.590;13027.588;13221.387;13049.121;13242.920;13178.320;13006.055;12984.521;12962.988;13070.654;12596.924;12812.256;12575.391;12252.393;12747.656;11649.463;11283.398;11563.330"	0.108	11	13264.453	254.022	"M"
"3"	3	"Spectrogram 1"	1	472.3965338	473.024496	5286.076	13184.81	5232.568	0.2177	7321.289	12553.857	10658.936	"6481.494;6352.295;6244.629;6739.893;11800.195;11778.662;11584.863;11218.799;10917.334;10572.803;10335.938;10271.338;6653.760;6718.359;6933.691;7536.621;7105.957;6309.229;6761.426;6459.961;6395.361;6330.762;6416.895;6503.027;6481.494;6481.494;6503.027;6395.361;6438.428;6309.229;6438.428;6546.094;6352.295;6395.361;6330.762"	"6869.092;7235.156;6933.691;12553.857;12769.189;12446.191;11972.461;11606.396;11347.998;11132.666;10809.668;10745.068;10314.404;9776.074;9776.074;10271.338;9603.809;9754.541;9797.607;10142.139;9776.074;9560.742;9517.676;9108.545;9280.811;9345.410;9366.943;9000.879;9043.945;7665.820;6890.625;7579.688;8031.885;7622.754;6976.758"	"11068.066;11304.932;11498.730;12941.455;13006.055;12941.455;12769.189;12360.059;12187.793;11907.861;11735.596;11692.529;11304.932;11326.465;12467.725;12704.590;12984.521;12747.656;13135.254;13113.721;12532.324;12596.924;12661.523;12338.525;12532.324;12360.059;12295.459;11993.994;11950.928;11563.330;11283.398;11132.666;11412.598;11347.998;11240.332"	-0.07	14	13156.787	327.617	"F"
"4"	4	"Spectrogram 1"	1	472.590619	472.9529049	4556.962	13367.089	5813.965	0.1633	6718.359	12532.324	10142.139	"7493.555;6696.826;6804.492;7342.822;7299.756;6589.160;6459.961;6632.227;6438.428;6395.361;6416.895;6438.428;6481.494;6459.961;6459.961;6481.494;4888.037;4801.904;4888.037;4888.037"	"10594.336;10099.072;9776.074;9926.807;9926.807;9646.875;9754.541;9969.873;9840.674;9689.941;9539.209;9280.811;9151.611;9302.344;9345.410;9366.943;8785.547;6653.760;6782.959;6847.559"	"11520.264;11304.932;12187.793;12596.924;12855.322;12941.455;13027.588;13135.254;13049.121;12575.391;12747.656;12704.590;12618.457;12553.857;12381.592;12295.459;11864.795;11197.266;11498.730;11218.799"	-11.62	7	13156.787	188.736	"M"
"5"	5	"Spectrogram 1"	1	473.024496	473.6041534	5650.633	12881.013	5383.301	0.1633	6955.225	12338.525	10572.803	"6373.828;6459.961;6782.959;6847.559;11283.398;11304.932;7235.156;6675.293;7493.555;7708.887;7299.756;7472.021;7687.354;7213.623;6459.961;6739.893;6847.559;6589.160;6632.227;6459.961;6675.293;6653.760;6675.293;6653.760;6696.826;6524.561;6632.227;6287.695;6546.094;6438.428;6546.094;6395.361"	"7170.557;8247.217;12316.992;12338.525;12338.525;11735.596;11240.332;10766.602;10745.068;10335.938;10443.604;9969.873;9905.273;9517.676;9388.477;9625.342;9905.273;9840.674;9517.676;9517.676;9410.010;9582.275;9711.475;9668.408;9517.676;9302.344;7816.553;6869.092;6847.559;8677.881;8527.148;7105.957"	"10917.334;12123.193;12769.189;12747.656;12747.656;12489.258;12166.260;11649.463;12467.725;12489.258;12338.525;11864.795;11649.463;11950.928;11950.928;11391.064;11477.197;11326.465;11434.131;11735.596;11304.932;11347.998;11369.531;11391.064;11240.332;11154.199;10852.734;10960.400;10852.734;11025.000;11025.000;10723.535"	0.153	15	12747.656	326.43	"F"
"6"	6	"Spectrogram 1"	1	473.146124	473.5325623	4921.519	13367.089	5469.434	0.1633	6933.691	12403.125	10422.07	"6847.559;7579.688;7536.621;7321.289;7622.754;7385.889;6675.293;6524.561;6739.893;6696.826;6567.627;6632.227;6459.961;6610.693;6567.627;6653.760;6632.227;6653.760;6481.494;6503.027;6266.162"	"10745.068;10615.869;10357.471;10271.338;9948.340;9754.541;9496.143;9496.143;9776.074;9905.273;9862.207;9517.676;9539.209;9431.543;9582.275;9711.475;9668.408;9517.676;9323.877;7816.553;6869.092"	"12338.525;12532.324;12683.057;12553.857;12230.859;12295.459;12252.393;11950.928;11563.330;11757.129;11627.930;11606.396;12360.059;11627.930;11369.531;11520.264;11520.264;11455.664;11175.732;10981.934;10981.934"	-10.505	9	10594.336	58.164	"M"
"7"	7	"Spectrogram 1"	1	473.7490678	474.3528776	5164.557	12820.253	3660.645	0.1995	7859.619	11520.264	10594.336	"6610.693;6739.893;6804.492;11175.732;11003.467;10981.934;10615.869;10400.537;10099.072;6869.092;7708.887;8118.018;6782.959;6459.961;7278.223;6718.359;6524.561;6718.359;6503.027;6330.762;6438.428;6503.027;6459.961;6675.293;6567.627;6373.828;6352.295;6244.629;6373.828;6373.828;6395.361;6653.760;6610.693"	"6976.758;11434.131;11757.129;11261.865;11218.799;11046.533;10960.400;10594.336;10572.803;10292.871;10206.738;9991.406;9453.076;9388.477;10163.672;10163.672;9840.674;9582.275;9431.543;9517.676;9496.143;9840.674;9668.408;9496.143;6890.625;6998.291;8484.082;8311.816;7472.021;7816.553;6933.691;6739.893;6761.426"	"10658.936;12316.992;12316.992;12209.326;11929.395;11821.729;11154.199;11154.199;11046.533;11003.467;11391.064;11993.994;12381.592;12230.859;11261.865;11391.064;12230.859;11132.666;11197.266;11477.197;11111.133;11369.531;11197.266;11046.533;10960.400;11025.000;11046.533;11154.199;10766.602;10981.934;11003.467;9646.875;10206.738"	-0.26	15	12273.926	305.064	"F"
"8"	8	"Spectrogram 1"	1	474.4011824	475.0291446	5589.873	11665.823	3768.311	0.1995	7299.756	11068.066	10551.27	"6524.561;6589.160;6589.160;6567.627;6761.426;10056.006;10960.400;10809.668;10766.602;10594.336;10594.336;6696.826;7127.490;8247.217;8074.951;8527.148;7622.754;6373.828;6782.959;6739.893;6567.627;6524.561;6653.760;6546.094;6610.693;6632.227;6459.961;6459.961;6567.627;6632.227;6459.961;6416.895;6438.428;6503.027"	"6761.426;6739.893;6739.893;9474.609;10723.535;11240.332;11197.266;11025.000;10852.734;10788.135;10658.936;10615.869;10572.803;10271.338;10314.404;9969.873;9668.408;8979.346;9797.607;9776.074;9883.740;9797.607;9410.010;9345.410;9259.277;9883.740;9323.877;9560.742;7062.891;6782.959;8957.812;7924.219;8161.084;7859.619"	"8936.279;6998.291;7019.824;10637.402;11498.730;11520.264;11477.197;11283.398;11111.133;11025.000;10960.400;10938.867;10981.934;10852.734;10831.201;10809.668;10831.201;10831.201;10788.135;10831.201;10680.469;10895.801;10874.268;10766.602;10809.668;10831.201;10831.201;10809.668;10658.936;10551.270;10809.668;10615.869;10680.469;10852.734"	0.18	19	11477.197	220.785	"F"
"9"	9	"Spectrogram 1"	1	474.5711152	474.9334011	5346.835	13670.886	3746.777	0.1814	7299.756	11046.533	10508.203	"10594.336;10572.803;6718.359;7127.490;8268.750;8096.484;8634.814;7687.354;6373.828;6782.959;6739.893;6567.627;6546.094;6675.293;6546.094;6610.693;6632.227;6459.961;6459.961;6567.627"	"10788.135;10658.936;10615.869;10615.869;10335.938;10422.070;10012.939;9733.008;9151.611;9797.607;9797.607;9905.273;9819.141;9431.543;9388.477;9302.344;9905.273;9345.410;9582.275;7105.957"	"11025.000;10960.400;10938.867;11025.000;11391.064;12575.391;11498.730;11391.064;11025.000;10874.268;11132.666;11068.066;11089.600;11046.533;10938.867;10917.334;10981.934;11046.533;10874.268;10680.469"	-11.87	14	10809.668	220.785	"M"
"10"	10	"Spectrogram 1"	1	475.174925	475.5372109	5103.797	13731.646	4328.174	0.254	7256.689	11584.863	10443.604	"6567.627;6093.896;6223.096;6459.961;6567.627;6696.826;6610.693;6524.561;6438.428;6395.361;6223.096;6782.959;9733.008;9948.340;10379.004;10400.537;10400.537;10357.471;10228.271"	"6739.893;6610.693;7321.289;8247.217;8656.348;9517.676;10314.404;10335.938;9646.875;8785.547;8807.080;10034.473;10572.803;10486.670;10422.070;10486.670;10465.137;10422.070;10465.137"	"7062.891;10508.203;9000.879;11821.729;12683.057;13329.053;13329.053;13329.053;13415.186;13285.986;13221.387;12618.457;10658.936;10615.869;10572.803;10529.736;10594.336;10508.203;10529.736"	11.606	9	10594.336	205.354	"M"
