"Selection"	"View"	"Channel"	"Begin.Time..s."	"End.Time..s."	"Low.Freq..Hz."	"High.Freq..Hz."	"BW.90...Hz."	"Dur.90...s."	"Freq.5...Hz."	"Freq.95...Hz."	"Center.Freq..Hz."	"Freq.Contour..5...Hz."	"Freq.Contour.50...Hz."	"Freq.Contour.95...Hz."	"PFC.Avg.Slope..Hz.ms."	"PFC.Num.Inf.Pts"	"PFC.Max.Freq..Hz."	"PFC.Max.Slope..Hz.ms."	"Sex"
"1"	1	"Spectrogram 1"	1	1852.901761761	1853.491425344	5673.684	13023.684	5857.031	0.3447	6503.027	12360.059	8893.213	"6287.695;6481.494;6976.758;7515.088;6912.158;6933.691;9625.342;8527.148;7859.619;7364.355;7192.090;7019.824;6912.158;6675.293;6438.428;6395.361;6287.695;6244.629;6223.096;6201.562;6201.562;6287.695;6287.695;6309.229;6244.629;6266.162;6287.695;6395.361;6223.096;6201.562;6244.629;6244.629"	"9323.877;11434.131;12187.793;12058.594;11907.861;11670.996;11347.998;11003.467;10422.070;9689.941;8936.279;8677.881;8311.816;7924.219;7838.086;7342.822;7105.957;7321.289;7472.021;7493.555;7385.889;7730.420;7988.818;8182.617;7751.953;7579.688;8397.949;7945.752;7687.354;7601.221;7558.154;8268.750"	"12575.391;12855.322;12898.389;12898.389;12898.389;12855.322;12618.457;12381.592;12316.992;12101.660;11929.395;11800.195;11455.664;11455.664;11563.330;11584.863;12123.193;12381.592;12360.059;12489.258;12381.592;12424.658;12510.791;12467.725;12101.660;11907.861;11714.062;11304.932;11455.664;11218.799;11434.131;11735.596"	-5.322	10	12876.855	142.442	"F"
"2"	2	"Spectrogram 1"	1	1854.700235691	1855.348865633	5867.105	13475	5792.432	0.2902	6718.359	12510.791	8677.881	"6395.361;6718.359;6761.426;7967.285;9754.541;10443.604;10292.871;9883.740;8634.814;8290.283;7687.354;7493.555;7084.424;6912.158;6826.025;6718.359;6653.760;6610.693;6524.561;6503.027;6524.561;6481.494;6438.428;6438.428;6438.428;6481.494;6503.027;6481.494;6416.895;6438.428;6416.895;6438.428;6352.295;6309.229;6395.361;6438.428"	"8850.146;8914.746;10852.734;12424.658;12532.324;11886.328;11455.664;10895.801;10572.803;10379.004;9905.273;8764.014;8570.215;8225.684;7924.219;7515.088;7493.555;7493.555;7385.889;7601.221;7687.354;7601.221;7558.154;7472.021;7579.688;7558.154;7299.756;7235.156;7472.021;7687.354;7601.221;7493.555;7622.754;7622.754;7644.287;7773.486"	"12683.057;12123.193;13178.320;13264.453;13264.453;13242.920;13221.387;13113.721;12661.523;12316.992;11929.395;11326.465;11261.865;11218.799;11046.533;11197.266;11412.598;11714.062;12209.326;12381.592;12360.059;12424.658;12661.523;12403.125;12252.393;12123.193;11993.994;11929.395;11993.994;11864.795;12080.127;12123.193;11821.729;11757.129;11972.461;12252.393"	-2.747	13	13027.588	344.235	"F"
"3"	3	"Spectrogram 1"	1	1855.968012396	1856.646125518	5609.211	13539.474	5986.23	0.2721	6653.76	12639.99	9087.012	"6309.229;6029.297;5921.631;7170.557;10551.270;11025.000;11154.199;10379.004;9926.807;9065.479;8268.750;7795.020;7515.088;7170.557;6998.291;6718.359;6653.760;6524.561;6416.895;6395.361;6503.027;6459.961;6416.895;6352.295;6395.361;6481.494;6373.828;6416.895;6459.961;6481.494;6007.764;5964.697;6223.096;6309.229;5878.564;6093.896;5943.164"	"7730.420;7321.289;7795.020;11326.465;12683.057;12726.123;12381.592;11670.996;10658.936;10271.338;9991.406;9302.344;8957.812;8139.551;7773.486;7385.889;7299.756;6998.291;6933.691;7019.824;7256.689;7256.689;7299.756;7730.420;6955.225;6955.225;6998.291;7773.486;7256.689;6998.291;6976.758;7127.490;7385.889;7795.020;7450.488;7536.621;7536.621"	"12596.924;12424.658;12510.791;12144.727;13285.986;13285.986;13264.453;13199.854;12639.990;12144.727;11843.262;11261.865;11025.000;11068.066;10572.803;10422.070;10809.668;12446.191;13006.055;12876.855;12876.855;12812.256;12790.723;12941.455;12618.457;12769.189;12123.193;12596.924;12812.256;10766.602;11326.465;11391.064;11111.133;11412.598;12123.193;11714.062;11132.666"	-0.528	14	13242.92	273.014	"F"
"4"	4	"Spectrogram 1"	1	1857.956159	1858.634244	6066.667	13125	4931.104	0.3628	6976.758	11907.861	8871.68	"6459.961;6395.361;6481.494;6912.158;7170.557;9410.010;10120.605;10012.939;9733.008;9323.877;8785.547;8053.418;7859.619;7665.820;7385.889;7170.557;7062.891;6890.625;6826.025;6782.959;6826.025;6804.492;6761.426;6739.893;6869.092;6804.492;6826.025;6804.492;6804.492;6675.293;6782.959;6869.092;6826.025;6869.092;6890.625;6395.361;6524.561;6653.760"	"8074.951;7816.553;9668.408;11735.596;12510.791;12166.260;11391.064;10917.334;10422.070;10142.139;10034.473;10012.939;9539.209;8936.279;8462.549;8074.951;7945.752;7967.285;7924.219;7622.754;7622.754;7622.754;7730.420;7902.686;7773.486;7773.486;8053.418;7665.820;7385.889;7579.688;8053.418;8031.885;8591.748;9130.078;9065.479;8742.480;8118.018;8268.750"	"12295.459;12295.459;12575.391;12984.521;13006.055;13006.055;12984.521;12962.988;12898.389;12639.990;12187.793;11843.262;11025.000;10745.068;10637.402;10357.471;10249.805;10142.139;10228.271;10228.271;10335.938;10357.471;10335.938;10637.402;10077.539;10271.338;10745.068;11089.600;11800.195;11778.662;12123.193;11520.264;11520.264;11584.863;11391.064;11089.600;10981.934;10852.734"	0.577	13	13006.055	249.274	"M"
"5"	5	"Spectrogram 1"	1	1858.559608	1858.885089	4725	11025	5684.766	0.254	5017.236	10702.002	7945.752	"4952.637;4931.104;5017.236;5124.902;5060.303;5124.902;5211.035;5081.836;5124.902;5211.035;5146.436;5081.836;5081.836;5146.436;5167.969;5081.836;5103.369"	"7321.289;7213.623;7622.754;7945.752;8182.617;8118.018;8204.150;8139.551;8118.018;8118.018;8462.549;8268.750;8031.885;8074.951;8096.484;7902.686;7795.020"	"9991.406;9862.207;10142.139;10680.469;10809.668;10809.668;10766.602;10788.135;10702.002;10702.002;10766.602;10658.936;10658.936;10658.936;10465.137;10508.203;10658.936"	9.496	7	10809.668	164.995	"M"
"6"	6	"Spectrogram 1"	1	1859.21057	1859.53605	4608.333	10966.667	5426.367	0.254	5383.301	10809.668	10099.072	"5254.102;4780.371;4823.438;4888.037;4931.104;4931.104;4931.104;4974.170;5103.369;5146.436;4974.170;5081.836;4995.703;5103.369;6675.293;9948.340;9819.141;9689.941"	"8182.617;7945.752;5490.967;5964.697;7342.822;7644.287;7730.420;7967.285;8010.352;7967.285;7687.354;7988.818;8613.281;9646.875;10594.336;10185.205;10228.271;10142.139"	"10443.604;10443.604;9173.145;9323.877;10249.805;10615.869;10680.469;10831.201;10852.734;10852.734;10702.002;10702.002;10874.268;10874.268;10895.801;10895.801;10895.801;10766.602"	6.494	5	10874.268	303.877	"M"
"7"	7	"Spectrogram 1"	1	1859.339452	1860.071784	5950	12425	4349.707	0.4717	6804.492	11154.199	9280.811	"6352.295;6330.762;6373.828;6739.893;7838.086;9646.875;10012.939;9883.740;9711.475;9496.143;8979.346;8161.084;7795.020;7536.621;7192.090;7084.424;6826.025;6782.959;6718.359;6610.693;6632.227;6632.227;6524.561;6503.027;6546.094;6459.961;6503.027;6546.094;6352.295;6007.764;6029.297;6093.896;6266.162;6373.828;6567.627;6546.094;6287.695;6373.828;6459.961"	"8333.350;8161.084;8871.680;11326.465;11584.863;11218.799;10917.334;10508.203;10206.738;10077.539;9819.141;9840.674;9517.676;8979.346;8634.814;8290.283;8139.551;8139.551;7945.752;7472.021;7579.688;7795.020;7838.086;7795.020;7881.152;7881.152;7859.619;7558.154;7321.289;6998.291;7428.955;7859.619;7945.752;8290.283;8656.348;8505.615;8484.082;8484.082;8656.348"	"10895.801;10960.400;12123.193;12338.525;12338.525;12316.992;12209.326;12101.660;11412.598;11218.799;11240.332;10981.934;10723.535;10529.736;10249.805;10163.672;10099.072;10120.605;10099.072;10142.139;10206.738;10099.072;10206.738;10206.738;10077.539;10099.072;10422.070;10271.338;10206.738;9969.873;10249.805;10572.803;10766.602;10874.268;10895.801;10895.801;10895.801;10895.801;10938.867"	0.031	22	12316.992	256.396	"F"
"8"	8	"Spectrogram 1"	1	1859.861531	1860.159888	4608.333	11083.333	5684.766	0.2358	5081.836	10766.602	7665.82	"4952.637;4931.104;5017.236;5081.836;5103.369;5146.436;5146.436;5404.834;5318.701;5340.234;5340.234;5340.234;5297.168;5232.568;5275.635;5340.234"	"5986.230;5878.564;6782.959;7493.555;7687.354;8010.352;8290.283;8311.816;8139.551;8096.484;8268.750;8354.883;8376.416;8441.016;8505.615;8354.883"	"9689.941;9259.277;9926.807;10400.537;10702.002;10766.602;10874.268;10895.801;10874.268;10766.602;10874.268;10874.268;10852.734;10831.201;10874.268;10874.268"	7.913	5	10895.801	176.866	"M"
"9"	9	"Spectrogram 1"	1	1860.539616	1860.89222	4433.333	10966.667	4457.373	0.254	5921.631	10379.004	9431.543	"6438.428;4758.838;4715.771;4823.438;4931.104;4974.170;5103.369;5103.369;5081.836;5146.436;5189.502;5297.168;6524.561;9022.412;9302.344;9216.211;9065.479;8699.414"	"9108.545;6976.758;5577.100;6395.361;7730.420;7881.152;8182.617;8311.816;8333.350;8247.217;8311.816;9840.674;9991.406;9646.875;9582.275;9539.209;9410.010;9388.477"	"10594.336;10142.139;9625.342;9926.807;10486.670;10702.002;10723.535;10745.068;10788.135;10766.602;10745.068;10788.135;10788.135;10658.936;10400.537;10206.738;10142.139;10012.939"	1.047	7	10529.736	297.941	"M"
"10"	10	"Spectrogram 1"	1	1860.695621	1861.292336	5716.667	11900	3359.18	0.3265	6804.492	10163.672	8979.346	"6201.562;6136.963;6287.695;6890.625;7988.818;9410.010;9345.410;9237.744;9065.479;8720.947;8225.684;7967.285;7450.488;7041.357;6890.625;6847.559;6696.826;6632.227;6546.094;6546.094;6589.160;6610.693;6567.627;6546.094;6567.627;6567.627;6567.627;6610.693;6632.227;6589.160;5943.164;5964.697"	"8828.613;8591.748;9237.744;10465.137;10422.070;9776.074;9625.342;9560.742;9410.010;9410.010;9194.678;9216.211;9194.678;8462.549;8161.084;8096.484;8010.352;7579.688;7299.756;7299.756;7407.422;7493.555;7493.555;7493.555;7515.088;7385.889;7364.355;7428.955;7278.223;7235.156;6826.025;7041.357"	"10788.135;10788.135;11584.863;11649.463;11649.463;11649.463;11369.531;11218.799;10508.203;10099.072;9905.273;9689.941;9733.008;9646.875;9517.676;9496.143;9560.742;9539.209;9453.076;9453.076;9474.609;9517.676;9539.209;9517.676;9388.477;9323.877;9345.410;9453.076;9453.076;9474.609;9323.877;9582.275"	-8.041	13	11649.463	58.164	"F"
