"Selection"	"View"	"Channel"	"Begin.Time..s."	"End.Time..s."	"Low.Freq..Hz."	"High.Freq..Hz."	"BW.90...Hz."	"Dur.90...s."	"Freq.5...Hz."	"Freq.95...Hz."	"Center.Freq..Hz."	"Freq.Contour..5...Hz."	"Freq.Contour.50...Hz."	"Freq.Contour.95...Hz."	"PFC.Avg.Slope..Hz.ms."	"PFC.Num.Inf.Pts"	"PFC.Max.Freq..Hz."	"PFC.Max.Slope..Hz.ms."	"Sex"
"1"	1	"Spectrogram 1"	1	2811.736265787	2812.090063938	4384.211	10315.789	5383.301	0.2902	4694.238	10077.539	7149.023	"4651.172;4737.305;4737.305;4586.572;4608.105;4672.705;4715.771;4844.971;4758.838;4780.371;4844.971;4801.904;4758.838;4801.904;4801.904;4758.838;4715.771;4672.705;4694.238"	"6869.092;6933.691;6847.559;6266.162;6093.896;7299.756;7773.486;7687.354;7472.021;7342.822;7299.756;6869.092;6826.025;6847.559;6739.893;6675.293;6761.426;6739.893;6696.826"	"9926.807;9948.340;9862.207;9754.541;9453.076;10099.072;10163.672;10163.672;10012.939;10142.139;9926.807;9883.740;10056.006;9969.873;9560.742;9711.475;9711.475;9625.342;9797.607"	-0.528	6	10163.672	262.331	"M"
"2"	2	"Spectrogram 1"	1	2812.237479834	2812.561794805	4319.737	10573.684	5512.5	0.2721	4608.105	10120.605	6933.691	"4629.639;4715.771;4565.039;4586.572;4608.105;4651.172;4608.105;4586.572;4694.238;4758.838;4629.639;4629.639;4586.572;4586.572;4651.172;4651.172;4565.039"	"6696.826;6739.893;5878.564;5254.102;6912.158;7321.289;7321.289;7235.156;7105.957;6976.758;6826.025;6912.158;6933.691;6675.293;6718.359;6761.426;6696.826"	"10142.139;10142.139;9711.475;9410.010;10077.539;10185.205;10206.738;10077.539;10120.605;10249.805;10206.738;10077.539;10185.205;10077.539;10012.939;9991.406;9969.873"	0.074	7	6955.225	129.385	"M"
"3"	3	"Spectrogram 1"	1	2812.768177059	2813.09249203	4513.158	10315.789	4974.17	0.2902	4844.971	9819.141	6890.625	"5017.236;4995.703;4995.703;4823.438;4758.838;4801.904;4801.904;4844.971;4823.438;4844.971;4823.438;4801.904;4909.570;4801.904;4823.438;4844.971;4823.438"	"6696.826;6782.959;6912.158;6782.959;6610.693;6933.691;7407.422;7342.822;7062.891;7019.824;7019.824;7105.957;7041.357;6847.559;6826.025;6826.025;6804.492"	"9517.676;9646.875;9905.273;9905.273;9539.209;9819.141;9948.340;9840.674;9754.541;9819.141;9840.674;9862.207;9948.340;9840.674;9840.674;9862.207;9926.807"	-0.148	6	7665.82	149.564	"M"
"4"	4	"Spectrogram 1"	1	2813.298874285	2813.652672435	4255.263	10831.579	5943.164	0.254	4651.172	10594.336	7364.355	"4565.039;4565.039;4608.105;4629.639;4672.705;4715.771;4758.838;4823.438;4758.838;4758.838;4694.238;4651.172;4608.105;4565.039;4629.639;4672.705;4608.105;4629.639"	"6890.625;5167.969;5878.564;7299.756;8484.082;7881.152;7751.953;7385.889;7321.289;7558.154;7450.488;7213.623;6869.092;6696.826;6739.893;6761.426;6890.625;7019.824"	"10379.004;9862.207;9474.609;10443.604;10615.869;10637.402;10615.869;10615.869;10551.270;10486.670;10572.803;10572.803;10529.736;10486.670;10443.604;10271.338;10335.938;10379.004"	-0.419	9	10615.869	326.43	"M"
"5"	5	"Spectrogram 1"	1	2813.82957151	2814.212852839	4448.684	10831.579	5792.432	0.3084	4672.705	10465.137	7149.023	"5124.902;4780.371;4758.838;4608.105;4608.105;4672.705;4694.238;4694.238;4694.238;4823.438;4758.838;4758.838;4672.705;4651.172;4694.238;4715.771;4694.238;4629.639;4629.639;4672.705"	"6696.826;6696.826;6739.893;6546.094;6287.695;7278.223;7687.354;7644.287;7428.955;7321.289;7299.756;7299.756;7342.822;7084.424;6912.158;6869.092;6782.959;6804.492;6826.025;6761.426"	"10034.473;10077.539;10056.006;9991.406;9603.809;10400.537;10551.270;10551.270;10529.736;10551.270;10529.736;10443.604;10551.270;10486.670;10400.537;10422.070;10379.004;10185.205;10379.004;10271.338"	0	6	7472.021	123.45	"M"
"6"	6	"Spectrogram 1"	1	2814.386999683	2814.947180088	6189.474	13603.947	6503.027	0.254	6890.625	13393.652	9453.076	"6546.094;6869.092;7342.822;7945.752;10357.471;11197.266;10379.004;9539.209;8677.881;8462.549;7622.754;7278.223;6890.625;6761.426;6632.227;6546.094;6567.627;6546.094;6589.160;6524.561;6503.027;6503.027;6524.561;6524.561;6524.561;6481.494;6503.027;6481.494;6632.227;6567.627"	"10379.004;11886.328;12704.590;13350.586;13393.652;13393.652;12962.988;11477.197;10292.871;9302.344;8871.680;8161.084;7924.219;8010.352;8031.885;8182.617;8182.617;8074.951;7924.219;7665.820;7622.754;7665.820;7687.354;7924.219;7751.953;7751.953;7665.820;7364.355;7450.488;7622.754"	"12661.523;12855.322;13458.252;13479.785;13458.252;13458.252;13415.186;13372.119;13199.854;12984.521;13135.254;12661.523;12209.326;13264.453;13242.920;13049.121;12984.521;12898.389;12876.855;12553.857;12769.189;12704.590;12338.525;12553.857;12618.457;12575.391;12252.393;12123.193;12446.191;12166.260"	-7.572	12	13458.252	87.839	"F"
"7"	7	"Spectrogram 1"	1	2814.389751915	2814.714066886	4255.263	10831.579	3725.244	0.1451	6761.426	10486.67	8591.748	"4694.238;4586.572;4629.639;4737.305;4823.438;4866.504;5577.100;9173.145;8634.814;8397.949;7622.754;7278.223;6890.625;6739.893;6567.627;6459.961;6416.895;6395.361"	"6804.492;5060.303;7149.023;7838.086;9345.410;8591.748;10271.338;10163.672;9560.742;8914.746;8677.881;8010.352;7881.152;7751.953;7708.887;7687.354;7536.621;7622.754"	"10680.469;10615.869;10206.738;10637.402;10766.602;10788.135;10809.668;10766.602;10680.469;10508.203;10228.271;10120.605;10314.404;10034.473;9733.008;9754.541;10034.473;10163.672"	3.212	7	10809.668	328.804	"M"
"8"	8	"Spectrogram 1"	1	2815.038381857	2815.333213649	4319.737	10896.053	5986.23	0.1995	4758.838	10745.068	7342.822	"4974.170;4629.639;4586.572;4629.639;4780.371;4866.504;4823.438;4780.371;4866.504;4801.904;4758.838;4758.838;4737.305;4737.305;4909.570;4694.238"	"6998.291;6826.025;4995.703;6459.961;7687.354;7730.420;7428.955;7601.221;7816.553;7601.221;7170.557;7149.023;7235.156;7149.023;6955.225;6826.025"	"10249.805;10163.672;9603.809;9625.342;10745.068;10745.068;10723.535;10788.135;10766.602;10723.535;10615.869;10465.137;10572.803;10508.203;10508.203;10594.336"	-0.158	8	10745.068	322.869	"M"
"9"	9	"Spectrogram 1"	1	2815.598562261	2815.893394053	4190.789	10960.526	6115.43	0.1995	4651.172	10766.602	7299.756	"4435.840;4586.572;4586.572;4651.172;4715.771;4737.305;4737.305;4737.305;4694.238;4651.172;4694.238;4651.172;4672.705;4737.305;4543.506;4543.506"	"6739.893;4844.971;5232.568;7493.555;7665.820;7450.488;8053.418;8570.215;7622.754;7450.488;7256.689;7084.424;6696.826;6696.826;6696.826;6718.359"	"10529.736;9474.609;9496.143;10745.068;10766.602;10745.068;10788.135;10788.135;10723.535;10615.869;10594.336;10658.936;10508.203;10379.004;10465.137;10379.004"	0.079	6	10766.602	335.926	"M"
"10"	10	"Spectrogram 1"	1	2816.158742666	2816.483057637	4319.737	11025	6115.43	0.1995	4672.705	10788.135	7364.355	"4672.705;4565.039;4565.039;4629.639;4672.705;4780.371;4780.371;4737.305;4758.838;4737.305;4651.172;4694.238;4715.771;4694.238;4694.238;4780.371;4758.838"	"6826.025;5103.369;4931.104;6718.359;7601.221;7601.221;7708.887;7945.752;7601.221;7644.287;7558.154;7299.756;7062.891;6998.291;7149.023;6955.225;6890.625"	"10142.139;9517.676;8699.414;10680.469;10723.535;10788.135;10831.201;10809.668;10809.668;10809.668;10788.135;10615.869;10723.535;10766.602;10831.201;10831.201;10594.336"	0	6	10831.201	321.682	"M"
"11"	11	"Spectrogram 1"	1	2816.718923071	2817.072721221	4255.263	11025	6050.83	0.2177	4715.771	10766.602	7235.156	"4823.438;4608.105;4586.572;4608.105;4694.238;4780.371;4844.971;4823.438;4801.904;4801.904;4801.904;4780.371;4801.904;4758.838;4758.838;4801.904;4758.838;4651.172;4694.238"	"6912.158;6826.025;4888.037;5146.436;7428.955;7493.555;7235.156;7450.488;7450.488;7708.887;7601.221;7235.156;7041.357;7019.824;7256.689;7278.223;7062.891;6869.092;6782.959"	"10335.938;10163.672;8462.549;9388.477;10723.535;10745.068;10831.201;10852.734;10852.734;10874.268;10852.734;10658.936;10637.402;10745.068;10809.668;10852.734;10852.734;10551.270;10357.471"	-0.528	9	10852.734	318.121	"M"
"12"	12	"Spectrogram 1"	1	2817.338069834	2817.691867984	4384.211	11089.474	6029.297	0.2177	4737.305	10766.602	7278.223	"4801.904;4888.037;4608.105;4608.105;4715.771;4758.838;4823.438;4801.904;4801.904;4780.371;4801.904;4758.838;4780.371;4758.838;4737.305;4737.305;4715.771;4715.771;4672.705"	"7170.557;6869.092;4952.637;5404.834;7321.289;7450.488;7192.090;7428.955;7601.221;8204.150;7515.088;7256.689;7213.623;7256.689;7299.756;7192.090;6847.559;6696.826;6718.359"	"10529.736;10400.537;9323.877;9366.943;10745.068;10745.068;10852.734;10874.268;10874.268;10874.268;10852.734;10723.535;10745.068;10809.668;10723.535;10809.668;10658.936;10508.203;10658.936"	-2.572	8	10874.268	319.308	"M"
"13"	13	"Spectrogram 1"	1	2817.957216597	2818.311014747	4319.737	11089.474	6050.83	0.2177	4737.305	10788.135	7192.09	"4478.906;4586.572;4608.105;4672.705;4780.371;4866.504;4823.438;4823.438;4823.438;4780.371;4801.904;4823.438;4758.838;4737.305;4758.838;4694.238;4608.105;4737.305;4565.039"	"6782.959;4952.637;5060.303;6869.092;7450.488;7213.623;7321.289;7493.555;7579.688;7450.488;7515.088;7235.156;7084.424;7041.357;6955.225;6912.158;6890.625;6847.559;7235.156"	"10357.471;9496.143;8764.014;10702.002;10766.602;10852.734;10852.734;10809.668;10874.268;10895.801;10788.135;10551.270;10680.469;10874.268;10852.734;10766.602;10680.469;10637.402;10745.068"	2.77	7	10874.268	315.747	"M"
"14"	14	"Spectrogram 1"	1	2818.57636336	2818.900678331	4319.737	11153.947	5964.697	0.1814	4801.904	10766.602	7213.623	"4608.105;4651.172;4715.771;4888.037;4888.037;4909.570;4909.570;4866.504;4823.438;4823.438;4909.570;4844.971;4780.371;4715.771;4651.172;4780.371;4801.904"	"6653.760;4952.637;5964.697;7407.422;7299.756;7299.756;7515.088;7450.488;7708.887;7428.955;7235.156;7235.156;7084.424;6976.758;7235.156;7019.824;6890.625"	"10142.139;8591.748;9905.273;10723.535;10723.535;10788.135;10831.201;10917.334;10938.867;10852.734;10594.336;10680.469;10831.201;10788.135;10831.201;10594.336;10379.004"	0.074	7	10938.867	316.934	"M"
"15"	15	"Spectrogram 1"	1	2819.166026944	2819.460858735	4319.737	11153.947	5663.232	0.1995	5383.301	11046.533	9840.674	"4823.438;4586.572;4651.172;4737.305;4909.570;4909.570;4888.037;4888.037;4888.037;4823.438;4823.438;4931.104;7149.023;9280.811;8462.549"	"6718.359;6632.227;5060.303;6481.494;7515.088;7450.488;7428.955;7622.754;7558.154;7687.354;7579.688;7278.223;10745.068;10465.137;9926.807"	"10142.139;9689.941;7622.754;10120.605;10874.268;10917.334;10852.734;10917.334;10938.867;10960.400;10917.334;10831.201;11111.133;11068.066;11046.533"	14.668	6	10960.4	322.869	"M"
"16"	16	"Spectrogram 1"	1	2819.246206271	2819.776903496	5351.316	13732.895	6459.961	0.2902	6804.492	13264.453	9797.607	"5964.697;6007.764;6050.830;6180.029;6890.625;7730.420;10292.871;11692.529;10680.469;9517.676;8570.215;8161.084;7665.820;7472.021;7127.490;6782.959;6438.428;6438.428;6438.428;6459.961;6416.895;6416.895;6438.428;6459.961;6416.895;6438.428;6438.428;6438.428;6416.895"	"8527.148;7795.020;8053.418;10486.670;13415.186;13436.719;13006.055;12553.857;11757.129;11240.332;10809.668;9711.475;9000.879;8441.016;7859.619;7816.553;7708.887;7751.953;7773.486;7730.420;7622.754;7515.088;7665.820;7536.621;7579.688;7558.154;7515.088;7601.221;7730.420"	"11003.467;10981.934;12360.059;13436.719;13608.984;13608.984;13608.984;13608.984;13479.785;12790.723;12510.791;12403.125;12187.793;11843.262;11649.463;11649.463;12209.326;12338.525;12381.592;12704.590;12295.459;12467.725;12596.924;12037.061;12015.527;11778.662;11929.395;12080.127;12101.660"	-8.436	6	13608.984	329.991	"F"
"17"	17	"Spectrogram 1"	1	2819.873623244	2820.138971857	4384.211	11153.947	6007.764	0.1633	4931.104	10938.867	7493.555	"4586.572;4651.172;4758.838;5017.236;5060.303;5038.770;5146.436;5038.770;4952.637;4995.703;5017.236;4995.703;4909.570;4866.504"	"6782.959;4974.170;5426.367;7665.820;7795.020;7687.354;7730.420;7601.221;7579.688;7472.021;7235.156;7493.555;7472.021;7213.623"	"9926.807;9539.209;10099.072;10960.400;10960.400;10938.867;10917.334;10917.334;10938.867;10874.268;10615.869;10895.801;10917.334;10615.869"	11.048	7	10981.934	319.308	"M"
"18"	18	"Spectrogram 1"	1	2820.40432047	2820.728635441	4319.737	11153.947	5921.631	0.1633	4931.104	10852.734	7536.621	"4500.439;4629.639;4780.371;5017.236;5124.902;5146.436;5081.836;4974.170;4952.637;5017.236;5103.369;5017.236;5017.236;4909.570;4823.438;4909.570;4909.570;4801.904"	"4974.170;4974.170;7062.891;7622.754;7773.486;8225.684;7687.354;7493.555;7579.688;7428.955;7450.488;7558.154;7558.154;7493.555;7299.756;7105.957;7041.357;7149.023"	"9797.607;8936.279;10120.605;10852.734;10874.268;10874.268;10874.268;10788.135;10831.201;10788.135;10745.068;10723.535;10680.469;10831.201;10809.668;10788.135;10809.668;10702.002"	0.768	9	10874.268	321.682	"M"
"19"	19	"Spectrogram 1"	1	2820.905534516	2821.200366308	4190.789	11025	4198.975	0.1995	6696.826	10895.801	9474.609	"4500.439;4694.238;4909.570;5124.902;5211.035;5426.367;6610.693;7536.621;8850.146;8333.350;7902.686;7644.287;7127.490;6890.625;6632.227"	"4974.170;5426.367;7407.422;7924.219;8936.279;9496.143;10723.535;10680.469;10228.271;9797.607;9474.609;8548.682;8333.350;8096.484;7708.887"	"9840.674;9733.008;10228.271;10852.734;10874.268;11003.467;11003.467;10981.934;10895.801;10895.801;10895.801;10723.535;10723.535;10637.402;10615.869"	7.546	1	10852.734	173.305	"M"
"20"	20	"Spectrogram 1"	1	2820.926747485	2821.45744471	5738.158	13539.474	5663.232	0.2902	6675.293	12338.525	9668.408	"6093.896;6309.229;6416.895;6589.160;6976.758;7472.021;9560.742;9022.412;8376.416;7902.686;7644.287;7149.023;6890.625;6675.293;6481.494;6416.895;6330.762;6330.762;6352.295;6352.295;6352.295;6309.229;6330.762;6287.695;6287.695;6373.828;6352.295;6266.162"	"7342.822;8936.279;9603.809;10788.135;11240.332;11025.000;10831.201;10422.070;9948.340;9582.275;8613.281;8419.482;8161.084;7773.486;7665.820;7665.820;7450.488;7450.488;7299.756;7342.822;7364.355;7622.754;7644.287;7493.555;7299.756;6976.758;7019.824;6998.291"	"12639.990;12919.922;13264.453;13350.586;13178.320;12532.324;12360.059;12209.326;11584.863;11218.799;10960.400;10895.801;10938.867;10895.801;10938.867;12273.926;12381.592;12166.260;12381.592;12639.990;12123.193;12101.660;11670.996;11326.465;11391.064;11218.799;11283.398;11283.398"	0.967	6	10852.734	173.305	"F"
"21"	21	"Spectrogram 1"	1	2821.436231741	2821.790029891	4255.263	11153.947	5598.633	0.1633	5297.168	10895.801	8677.881	"6072.363;5124.902;4780.371;5017.236;5254.102;5340.234;5383.301;5490.967;5534.033;5512.500;5361.768;5340.234;5340.234;5361.768;5297.168;5146.436;5103.369;5038.770;4974.170"	"6890.625;6782.959;6373.828;7902.686;8785.547;9560.742;9388.477;9022.412;8936.279;8613.281;8161.084;7773.486;7665.820;7665.820;7536.621;7536.621;7472.021;7450.488;7342.822"	"10163.672;10142.139;10637.402;10465.137;10895.801;10917.334;10917.334;10917.334;10917.334;10895.801;10874.268;10874.268;10702.002;10917.334;10895.801;10895.801;10917.334;10895.801;10874.268"	-0.594	7	10981.934	226.72	"M"
"22"	22	"Spectrogram 1"	1	2821.985371119	2822.339169269	4126.316	11218.421	5663.232	0.1814	5318.701	10981.934	8893.213	"5534.033;4737.305;4586.572;4801.904;5103.369;5340.234;5361.768;5361.768;5534.033;5490.967;5469.434;5404.834;5297.168;5297.168;5361.768;5361.768;5275.635;5081.836;5038.770"	"6826.025;6826.025;6998.291;6244.629;8139.551;9280.811;9517.676;9259.277;9366.943;9108.545;8290.283;8161.084;7687.354;7708.887;7902.686;7773.486;7773.486;7644.287;7407.422"	"9496.143;10379.004;10680.469;10637.402;10723.535;10895.801;11003.467;11003.467;11003.467;11003.467;11025.000;11025.000;10895.801;11025.000;11046.533;11046.533;11003.467;11003.467;10960.400"	-0.462	8	11046.533	257.583	"M"
